,issn,file.name,first.doi.x,journal.name.x,num.authors,year.x,intro.type,discussion.type,relevance,sentence,epub,Full.title,Title20,Category_name,,Approach
36892,1229-845X,PMC3242110.nxml,10.4142/jvs.2006.7.2.167,J Vet Sci,1,2006,None,Section title,," To distinguish replicating non-cytopathic ISAV strains from non-replicating non-cytopathic strains, viral quantification at different post-infection times could be used to discriminate between the two possibilities.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36893,1229-845X,PMC3232396.nxml,10.4142/jvs.2011.12.4.363,J Vet Sci,5,2011,None,Section title,," Since RNA polymerase is necessary for viral replication, the degree of sequence identity among the 3Dpol genes is much greater than that of VP1 gene sequences [4].",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36894,1229-845X,PMC2801098.nxml,10.4142/jvs.2009.10.1.53,J Vet Sci,9,2009,None,PubMed DTD,,"In the past, influenza viruses in aquatic birds were found to preferentially replicate in the gastrointestinal tract, usually without producing clinical signs, and to be mainly transmitted via the fecal-oral route [13,43].",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36895,1229-845X,PMC2924486.nxml,10.4142/jvs.2010.11.3.243,J Vet Sci,6,2010,None,PubMed DTD,," Continuous co-circulation of FMDV in the field and lack of proofreading activity of the viral polymerase in the replication process results in the emergence of many genetic variants [2,5].",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36896,1229-845X,PMC3539125.nxml,10.4142/jvs.2012.13.4.395,J Vet Sci,10,2012,None,PubMed DTD,," In the present study, low or undetectable levels of virus shedding from the cloaca were observed in quails infected with all three viruses, indicating that these viruses replicated more efficiently in the respiratory tract than in the intestinal tract.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36897,1229-845X,PMC3539120.nxml,10.4142/jvs.2012.13.4.355,J Vet Sci,7,2012,None,PubMed DTD,, The presence of viral proteins in these organs does not necessarily mean that they are involved in virus replication since viral proteins could have been transported there as immune complexes by host defense mechanisms [17].,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36898,1229-845X,PMC3165155.nxml,10.4142/jvs.2011.12.3.257,J Vet Sci,4,2011,None,PubMed DTD,, Higher levels of NO in follicular oocytes might generate free radicals which interfere with DNA replication and lead to increased DNA fragmentation.,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36899,1229-845X,PMC4269593.nxml,10.4142/jvs.2014.15.4.511,J Vet Sci,9,2014,None,PubMed DTD,," In the present study, increased APO-AI expression could be due to NDV infection, thus facilitating replication of the virus.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36900,1229-845X,PMC3467395.nxml,10.4142/jvs.2012.13.3.219,J Vet Sci,8,2012,None,PubMed DTD,," The H5N1 avian influenza virus has been reported to directly infect and replicate in human gut tissues [18], so we predicted that this also occurs in dogs.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36901,1229-845X,PMC4588014.nxml,10.4142/jvs.2015.16.3.289,J Vet Sci,8,2015,None,PubMed DTD,, Whether the effects of the silver ions are due to inactivation and/or inhibition of virion particles or augmentation of the host immune system against virus replication should be determined.,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36902,1229-845X,PMC2801127.nxml,10.4142/jvs.2009.10.3.219,J Vet Sci,4,2009,None,PubMed DTD,," Although no information is available currently for the introduction of QXIBV from China to other countries, it had been hypothesized that wild birds were the source of introduction based on the evidence that IBV may replicate in Anseriformes [3].",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36903,1229-845X,PMC4178140.nxml,10.4142/jvs.2014.15.3.389,J Vet Sci,11,2014,None,PubMed DTD,," In contrast, gM is essential for HCMV and MDV replication [4].",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36904,1229-845X,PMC5489465.nxml,10.4142/jvs.2017.18.2.183,J Vet Sci,5,2017,None,PubMed DTD,," Moreover, PCV2 was observed in the cytoplasm of PAMs rather than in the nucleus, demonstrating that PCV2 could not replicate in PAMs, but suggesting that PAMs might act as a carrier to spread PCV2 in infected pigs.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36905,1229-845X,PMC4921666.nxml,10.4142/jvs.2016.17.2.179,J Vet Sci,5,2016,None,PubMed DTD,, The isolation of H5N1 virus from oropharyngeal and cloacal swabs over 25 days indicates that replication of the investigated virus also likely occurred within the upper respiratory and enteric tracts.,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36906,1229-845X,PMC4178140.nxml,10.4142/jvs.2014.15.3.389,J Vet Sci,11,2014,None,PubMed DTD,," Although gM in alphaherpesvirus is not essential for viral replication in cell cultures, disruption of this gene reduces viral growth [24].",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36907,1229-845X,PMC4808646.nxml,10.4142/jvs.2016.17.1.71,J Vet Sci,12,2016,None,PubMed DTD,," Moreover, vaccination of M2e-MAP combined vaccine reduced virus replication and pathological changes in the lungs, which further indicated that M2e-MAP may improve immune protection of vaccine against heterologous virus effectively.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36908,1229-845X,PMC4269591.nxml,10.4142/jvs.2014.15.4.495,J Vet Sci,4,2014,None,PubMed DTD,," Coronavirus genome is predicted to accumulate several base substitutions per round of replication as a result of RNA-dependent RNA polymerase errors [14,27].",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36909,1229-845X,PMC5489462.nxml,10.4142/jvs.2017.18.2.159,J Vet Sci,12,2017,None,PubMed DTD,," There is an accumulation of studies demonstrating that structural proteins play a vital function in viral infection [20], replication, and pathogenicity, which suggests that the VP2 structural protein is the main GPV functional immunological area that serves as a viral protective antigen and provides beneficial antigenicity [5].",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36910,1229-845X,PMC2872716.nxml,10.4142/jvs.2007.8.2.169,J Vet Sci,5,2007,None,PubMed DTD,," The delayed maturation of reticulocytes in culture appears to favor replication of the parasites, because the B.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36911,1229-845X,PMC5037298.nxml,10.4142/jvs.2016.17.3.315,J Vet Sci,9,2016,None,PubMed DTD,, abortus pathogenesis by inhibiting phagocytosis and intracellular replication in macrophages.,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36912,1229-845X,PMC3232392.nxml,10.4142/jvs.2011.12.4.333,J Vet Sci,13,2011,None,Section title,,"Virus infection and replication are usually associated with apoptosis; these are likely to be responsible for the pathologic symptoms that accompanies infectious diseases [19,32,33].",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36913,1229-845X,PMC4588011.nxml,10.4142/jvs.2015.16.3.265,J Vet Sci,13,2015,None,PubMed DTD,, The effects of FMDV replication on the CHO-677-m•±v•_3 cell line suggested that FMDV RNA levels were higher in the CHO-677-m•±v•_3 cell line than in CHO-677 cells.,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36914,1229-845X,PMC3694184.nxml,10.4142/jvs.2013.14.2.135,J Vet Sci,3,2013,None,PubMed DTD,, It is generally accepted that CD8+ cytotoxic T lymphocytes inhibit the replication of intracellular pathogens like viruses by secreting soluble mediators that interfere with pathogen replication and/or induce the death of infected cells [17].,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36915,1229-845X,PMC4178139.nxml,10.4142/jvs.2014.15.3.381,J Vet Sci,8,2014,None,PubMed DTD,," However, the GD/06 virus could not replicate efficiently in the mouse respiratory tract.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36916,1229-845X,PMC4178139.nxml,10.4142/jvs.2014.15.3.381,J Vet Sci,8,2014,None,PubMed DTD,," Although HLJ/05 could substantially replicate in mice, it did not cause obvious macroscopic lesions.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36917,1229-845X,PMC3053466.nxml,10.4142/jvs.2011.12.1.41,J Vet Sci,10,2011,None,PubMed DTD,," Since the pRAS1 and pAsa4 plasmids can be transferred into or replicate within certain strains of Escherichia coli [31,35], it has been suspected that tetracycline resistance has been disseminated between various bacterial species.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36918,1229-845X,PMC4588011.nxml,10.4142/jvs.2015.16.3.265,J Vet Sci,13,2015,None,PubMed DTD,," After peak replication at 36 h and 48 h, respectively, the viral RNA levels began to decline in both cells.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36919,1229-845X,PMC2873813.nxml,10.4142/jvs.2010.11.2.133,J Vet Sci,2,2010,None,PubMed DTD,," Additionally, we found that O/HKN/21/70 was not able to replicate at the intradermal lingual inoculation site in a single cow (results not shown) even though it grew well in bovine-derived cells, as described here and previously [21].",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36920,1229-845X,PMC2833431.nxml,10.4142/jvs.2010.11.1.59,J Vet Sci,13,2010,None,PubMed DTD,," Because of the poor replication of aMPV in the host [8,12], aMPV titer may be very low in the early passages of Vero cells.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36921,1229-845X,PMC2872716.nxml,10.4142/jvs.2007.8.2.169,J Vet Sci,5,2007,None,PubMed DTD,," gibsoni and probably the parasite itself or the metabolites produced by replication of the parasites, might inhibit the morphological maturation of canine reticulocytes.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36922,1229-845X,PMC4269593.nxml,10.4142/jvs.2014.15.4.511,J Vet Sci,9,2014,None,PubMed DTD,, Many viral replication-induced heat shock responses cause the relocation and up-regulated expression of HSP-90 [14].,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36923,1229-845X,PMC5037298.nxml,10.4142/jvs.2016.17.3.315,J Vet Sci,9,2016,None,PubMed DTD,, abortus is its ability to progressively inhibit phagosome-lysosome fusion followed by maturation of Brucella-containing phagosomes (BCPs) into replicative phagosomes or brucellosomes [4].,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36924,1229-845X,PMC4701735.nxml,10.4142/jvs.2015.16.4.431,J Vet Sci,7,2015,None,PubMed DTD,,"Based on the ENR-BSA coated ELISA system, the IC measurements were validated by direct competitive ELISA under optimized conditions with three replicates.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36925,1229-845X,PMC4178137.nxml,10.4142/jvs.2014.15.3.361,J Vet Sci,8,2014,None,PubMed DTD,," Previous studies [7,9] demonstrated that PRRSV primarily replicates in tonsils and then spreads to other organs.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36926,1229-845X,PMC4178141.nxml,10.4142/jvs.2014.15.3.399,J Vet Sci,10,2014,None,PubMed DTD,, This may provide protection against clinical symptoms but cannot completely prevent local infection at mucosal entry sites or subsequent virus replication and shedding.,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36927,1229-845X,PMC3317462.nxml,10.4142/jvs.2012.13.1.81,J Vet Sci,4,2012,None,Section title,,"Reverse genetics is a useful tool for studying viral replication, pathogenesis, and the in vivo function of individual viral proteins as well as developing viruses as vectors and vaccines.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36928,1229-845X,PMC4178139.nxml,10.4142/jvs.2014.15.3.381,J Vet Sci,8,2014,None,PubMed DTD,," Thus, we chose to challenge mice with A/Swine/Heilongjiang/1/05 (H3N2) (HLJ/05) virus, which can substantially replicate in mice.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36929,1229-845X,PMC3539125.nxml,10.4142/jvs.2012.13.4.395,J Vet Sci,10,2012,None,PubMed DTD,, The replication and pathogenicity levels of pH1N1 and dkH3N2 in quails were much higher than that of swH1N1.,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36930,1229-845X,PMC3973767.nxml,10.4142/jvs.2014.15.1.61,J Vet Sci,8,2014,None,PubMed DTD,,DF is categorized as an FQ and used as a broad-spectrum antibacterial drug that interferes with DNA replication.,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36931,1229-845X,PMC3232396.nxml,10.4142/jvs.2011.12.4.363,J Vet Sci,5,2011,None,Section title,," The pivotal role of 3Dpol in the viral replication process is attributed to the fact that the 3Dpol gene is highly conserved, particularly in the functional motifs.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36932,1229-845X,PMC3539125.nxml,10.4142/jvs.2012.13.4.395,J Vet Sci,10,2012,None,PubMed DTD,, This might be due instead to a combination of internal pH1N1 genes not shared with swH1N1 that may have enabled pH1N1 to replicate in the quail respiratory tract.,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36933,1229-845X,PMC3539120.nxml,10.4142/jvs.2012.13.4.355,J Vet Sci,7,2012,None,PubMed DTD,," According to these authors, internal organs and caudal fin of seabass do not support productive RGNNV infection, suggesting post-replication failure.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36934,1229-845X,PMC4701741.nxml,10.4142/jvs.2015.16.4.483,J Vet Sci,4,2015,None,PubMed DTD,, Replicon typing of the transconjugant of E.,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36935,1229-845X,PMC3242110.nxml,10.4142/jvs.2006.7.2.167,J Vet Sci,1,2006,None,Section title,," It does imply, however, that the field samples negative for ISAV by CHSE-214 cell culture (absence of ISAV-characteristic CPE) are not necessarily negative as they may contain the non-cytopathic replicating ISAV phenotype.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36936,1229-845X,PMC3165152.nxml,10.4142/jvs.2011.12.3.235,J Vet Sci,5,2011,None,PubMed DTD,," After 4-weeks-of-age, the relative weight of the spleen decreased, which suggests active viral replication was occurring.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36937,1229-845X,PMC3539125.nxml,10.4142/jvs.2012.13.4.395,J Vet Sci,10,2012,None,PubMed DTD,," However, none of the viruses replicated efficiently in quails and caused only mild lesions, indicating that these viruses act as LPAIV in quails.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36938,1229-845X,PMC3317462.nxml,10.4142/jvs.2012.13.1.81,J Vet Sci,4,2012,None,Section title,," This clone will prove valuable for studying the replication, virulence, cell and host tropism, and pathogenesis of CSFV.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36939,1229-845X,PMC3539125.nxml,10.4142/jvs.2012.13.4.395,J Vet Sci,10,2012,None,PubMed DTD,, Both sites are known to be the primary site for LPAIV replication in avian species [13].,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36940,1229-845X,PMC3242110.nxml,10.4142/jvs.2006.7.2.167,J Vet Sci,1,2006,None,Section title,," Further, this assay could potentially be used in studying the neutralization of non-cytopathic replicating ISAV strains by specific antiserum in the CHSE-214 cells and thereby have the potential to assist in serotyping non-cytopathic replicating ISAV strains that do not cause CPE in one or more cell lines.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36941,1229-845X,PMC3242110.nxml,10.4142/jvs.2006.7.2.167,J Vet Sci,1,2006,None,Section title,, The high Ct values for some ISAV isolates imply that these isolates are either from carrier fish or they represent a slowly replicating non-pathogenic ISAV strain(s) [37].,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36942,1229-845X,PMC4087227.nxml,10.4142/jvs.2014.15.2.249,J Vet Sci,11,2014,None,PubMed DTD,, All these features offer new opportunities to evaluate therapeutic agents in a model that replicates naturally acquired disease and increase the applicability of the model.,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36943,1229-845X,PMC3539124.nxml,10.4142/jvs.2012.13.4.385,J Vet Sci,10,2012,None,PubMed DTD,, These may be due to slipped-strand mispairing and can occur in combination with inadequate DNA mismatch repair during replication [35].,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36944,1229-845X,PMC4808646.nxml,10.4142/jvs.2016.17.1.71,J Vet Sci,12,2016,None,PubMed DTD,," To improve the replication ability of SwGD164 in chicken eggs, we generated a high-growth rgH3N2 virus that contains the HA and NA from SwGD164 and six internal genes from the PR8 virus by plasmid based reverse genetics.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36945,1229-845X,PMC3242110.nxml,10.4142/jvs.2006.7.2.167,J Vet Sci,1,2006,None,Section title,," For example, fish positive by conventional RT-PCR does not imply that the relevant ISAV isolate is a replicating strain and vice versa; the virulence or pathogenicity indices of such isolates should always be considered and tested.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36946,1229-845X,PMC3242110.nxml,10.4142/jvs.2006.7.2.167,J Vet Sci,1,2006,None,Section title,, The SYBR Green real-time RT-PCR is a highly effective tool for this purpose as we have demonstrated that the assay could differentiate between replicating noncytopathic ISAV strains and non-replicating non-cytopathic ISAV strains with greater sensitivity than isolation of the virus from the CHSE-214 cells.,1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36947,1229-845X,PMC4178137.nxml,10.4142/jvs.2014.15.3.361,J Vet Sci,8,2014,None,PubMed DTD,,"In conclusion, our finding indicated that PRRSV primarily replicates in tonsils.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36948,1229-845X,PMC4178137.nxml,10.4142/jvs.2014.15.3.361,J Vet Sci,8,2014,None,PubMed DTD,," Therefore, tonsils may also be an important site for PRRSV replication in naturally infected sows and grower pigs.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36949,1229-845X,PMC3232396.nxml,10.4142/jvs.2011.12.4.363,J Vet Sci,5,2011,None,Section title,," This conclusion is also supported by the finding that destruction of the •_G-•_H loop RGD motif by site-directed mutagenesis created viruses which were able to replicate and assemble, but were not capable of initiating further infection cycles because of their inability to interact with cell receptors [18].",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36950,1229-845X,PMC4269593.nxml,10.4142/jvs.2014.15.4.511,J Vet Sci,9,2014,None,PubMed DTD,," Although no research proving whether ILK affects the replication of NDV has been performed, cumulative evidence suggests that the inhibition of ILK expression prevents Akt activation that in turn suppresses coxsackievirus B3 (CVB3) replication [6,20].",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
36951,1229-845X,PMC3539125.nxml,10.4142/jvs.2012.13.4.395,J Vet Sci,10,2012,None,PubMed DTD,," However, swH1N1 replicates poorly in quail respiratory tract whereas pH1N1 could replicate more efficiently despite the presence of •±-2,6-linked receptors in quail trachea.",1976-555X,Journal of Veterinary Science,J VET SCI,PLANT & ANIMAL SCIENCE,,
43288,1744-9561,PMC2936165.nxml,10.1098/rsbl.2010.0329,Biol Lett,2,2010,None,PubMed DTD,1," Here, we have found that the results of laboratory-based linkage and association mapping for resistance to a virus are replicated in a wild population.",1744-957X,Biology Letters,BIOL LETTERS,PLANT & ANIMAL SCIENCE,,EROS
37069,1313-2989,PMC4714352.nxml,10.3897/zookeys.546.5964,Zookeys,3,2015,None,Section title,," Furthermore, the conserved stem-loop structures in mitochondrial genomes was thought to play an importance role in conjunction with the origin of mtDNA replication.",1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
37070,1313-2989,PMC4283381.nxml,10.3897/zookeys.457.6715,Zookeys,2,2014,None,Section title,, A shrimp batch highly susceptible to IHHNV may allow higher virus replication rates before a WSSV challenge.,1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
37071,1313-2989,PMC3088329.nxml,10.3897/zookeys.56.531,Zookeys,4,2010,None,Section title,, Most probably this fast evolution is explained by inefficient repair mechanisms at the mitochondrial replication complex.,1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
37072,1313-2989,PMC5096375.nxml,10.3897/zookeys.626.9633,Zookeys,4,2016,None,Section title,, We believe that the 56 bp non-coding region between tRNA-Ser1 and Ser2 may represent the putative mitochondrial origin of replication (POR) and control region for Praticolella mexicana.,1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
37073,1313-2989,PMC4714084.nxml,10.3897/zookeys.540.9724,Zookeys,4,2015,None,Section title,, This approach allowed (a) PageBreakdisentangling sexual differences in wing shape from morphospecies / genotypic related variation and (b) maximising the number of balanced male and female replicates used in PERMANOVA.,1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
37074,1313-2989,PMC5027777.nxml,10.3897/zookeys.615.8581,Zookeys,7,2016,None,Section title,," This region usually contains replication and transcription areas in both vertebrates and invertebrates (Zhang and Hewitt 1997, Boore 1999).",1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
37075,1313-2989,PMC3286241.nxml,10.3897/zookeys.147.2102,Zookeys,2,2011,None,Section title,," High spatial replication within each age class and collections over an entire year, not only during the active season, help address the issues of patchy distribution and low abundance of particular species (Rainio and NiemelÍ_ 2003).",1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
37076,1313-2989,PMC3286241.nxml,10.3897/zookeys.147.2102,Zookeys,2,2011,None,Section title,," Although all of the 0 year sites are more closely located in geographical space than those for other age classes, the high heterogeneity in species composition among the replicates suggests they are separate entities at least with regards in terms of Carabidae.",1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
37077,1313-2989,PMC4714352.nxml,10.3897/zookeys.546.5964,Zookeys,3,2015,None,Section title,,"The additional non-coding region, the putative origin of L-strand replication (O), was located in a cluster of five tRNA genes (the WANCY region) between the tRNA-PageBreakAsn and tRNA-Cys genes, almost identical with other Sciaenidae fishes.",1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
37078,1313-2989,PMC5345374.nxml,10.3897/zookeys.657.11600,Zookeys,3,2017,None,Section title,," Agamids, in particular, show interesting variation in the relationship between the condition of the OL and the neighboring tRNA_„_s d-arm replacement loop, which can be useful for the study of evolution of mtDNA replication (Seligmann and Labra 2014) and can be useful as phylogenetic information content (Macey et al.",1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
37079,1313-2989,PMC4283381.nxml,10.3897/zookeys.457.6715,Zookeys,2,2014,None,Section title,, The IHHNV causes relatively low damage to farmed shrimp and it may interfere with WSSV replication.,1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
43291,1744-9561,PMC2936165.nxml,10.1098/rsbl.2010.0329,Biol Lett,2,2010,None,PubMed DTD,1," At the same time, they demonstrate that such replication in the field is feasible and that quantitative and evolutionary biologists should endeavour to validate results from laboratory experiments on genetic model systems in natural populations whenever possible.",1744-957X,Biology Letters,BIOL LETTERS,PLANT & ANIMAL SCIENCE,,EROS
37081,1313-2989,PMC3286241.nxml,10.3897/zookeys.147.2102,Zookeys,2,2011,None,Section title,," In the experimental design of our field collections, most of the 10 year replicates are located adjacent to 85 year sites.",1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
37082,1313-2989,PMC4283381.nxml,10.3897/zookeys.457.6715,Zookeys,2,2014,None,Section title,," In order to assess IHHNV as an antagonist to WSSV, features such as replication speed, pathogenesis and host susceptibility need to be known.",1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
43293,1744-9561,PMC4272205.nxml,10.1098/rsbl.2014.0561,Biol Lett,3,2014,None,PubMed DTD,1, Future research should replicate our study in wild bird populations using both CORT manipulations and naturally occurring stressors (e.,1744-957X,Biology Letters,BIOL LETTERS,PLANT & ANIMAL SCIENCE,,ES
37084,1313-2989,PMC4283381.nxml,10.3897/zookeys.457.6715,Zookeys,2,2014,None,Section title,," Higher amounts of IHHNV in a susceptible host may impair WSSV replication, thus inducing delayed or reduced mortalities due to a WSSV infection.",1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
37085,1313-2989,PMC4857050.nxml,10.3897/zookeys.582.5966,Zookeys,6,2016,None,Section title,," The relationship was strongly supported with > 70% out of 1,000 bootstrap replicates in both maximum likelihood and maximum parsimony procedures (Figure 3A), and with > 0.",1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
37086,1313-2989,PMC4714352.nxml,10.3897/zookeys.546.5964,Zookeys,3,2015,None,Section title,," Three conserved sequence blocks (CSB-1, CSB-2 and CSB-3) were determined in the conserved sequence block domain which was thought to be involved in positioning RNA polymerase both for transcription and for priming replication (Shadel et al.",1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
43297,1744-9561,PMC4938051.nxml,10.1098/rsbl.2016.0220,Biol Lett,3,2016,Section title,Section title,1," However, the _„ƒsuperior_„_ traits of these sperm were not determined, and a later attempt to replicate this result failed [14].",1744-957X,Biology Letters,BIOL LETTERS,PLANT & ANIMAL SCIENCE,,ES
37088,1313-2989,PMC3335410.nxml,10.3897/zookeys.176.2258,Zookeys,4,2012,None,Section title,, Only one of all 88 replicates did not show any aggregation during 45 minutes.,1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
37089,1313-2989,PMC4857023.nxml,10.3897/zookeys.584.8065,Zookeys,5,2016,None,Section title,,No intraspecific variation was observed at COI (35 replicates).,1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
43296,1744-9561,PMC5014023.nxml,10.1098/rsbl.2016.0309,Biol Lett,8,2016,None,Section title,1," Either way, our findings highlight the unpredictable nature of connectivity and the need for further temporally replicated inter-species comparisons.",1744-957X,Biology Letters,BIOL LETTERS,PLANT & ANIMAL SCIENCE,,ES
37091,1313-2989,PMC3677288.nxml,10.3897/zookeys.291.3744,Zookeys,3,2013,None,Section title,," However, available data are such that obvious breaks in the continuum of variation are not obvious, and rather than allowing the weakly articulated epithet Schacontia replica to persist as valid we have elected to synonymize it, along with Schacontia pfeifferi.",1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
37092,1313-2989,PMC4258619.nxml,10.3897/zookeys.451.8537,Zookeys,6,2014,None,Section title,," In fact, variation of size for the entire mt genome can be chalked up to the presence of a number of tandem repeats (Zhang and Hewitt 1997) in control region, which may be caused by replication slippage (Levinson and Gutman 1987; Fumagalli et al.",1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
37093,1313-2989,PMC5242271.nxml,10.3897/zookeys.643.9422,Zookeys,2,2017,None,Section title,," These consist mostly of anecdotal, expert opinions and/or surveys that suffer from design issues, such as pseudoreplication, confounding edge effects and the lack of adequate, clearly defined control sites (Gardner et al.",1313-2970,ZooKeys,ZOOKEYS,PLANT & ANIMAL SCIENCE,,
